B00AV0BQKC,Duke's Mayonaise 2-pack Two 32 oz jars,Duke's Mayonnaise (32 OZ). Two plastic jars per quantity ordered.,,,,
B00CT7TGKW,"GI Joe Real American Hero Cake Topper Set Featuring 5 Random G. I. Joe Figures, Military Base, Tank, Lookout Tower, Palm Tree and More","GI Joe Real American Hero Cake Topper Set Featuring 5 Random G. I. Joe Figures, Military Base, Tank, Lookout Tower, Palm Tree and More",,,,
B00N7KLJA0,Cadbury Roses Selection 25.7oz,1 X 850g Cadbury Roses Tin. Perfect for Christmas chocolate gifts for friends and family. Limited edition tin.,,,,
B002UVN2U2,Hitschler Center Filled Chewy Candies 150g (5.2 oz) Bag,"Hitschler Softi Chewy Candy in assorted fruit flavors. Pop one of these fruities in your mouth and chew until it's gone. 1 bag contains 5.2 ounces (150 grams). Keep a box on hand as treats for your kids, or bring them into the office to share with your colleagues.",,,,
B01F7I1UBW,Barnie'S Coffee Kitchen Cool Cafe Blues Portion Packs 24Ct, Barnie's Coffee Kitchen Cool Cafe Blues Portion Packs 24ct box. This coffee brings in the spirit of New Orleans to every cup with rich flavors of rum,,,,
B000EVG8J2,"Glutino Vanilla Wafers, 4.6-Ounce Boxes (Pack of 12)","Milk chocolate coated wafers. Gluten/wheat free. Made in Israel. May contain traces of tree nuts, peanuts, eggs, sesame. Evaporated Cane Juice, Palm Oil, Potato Flour, Soy Oil, Soy Lecithin, Salt, Vanilla Extract, Sodium Bicarbonate, Ammonium Bicarbonate. Coating",,,,
B00Y7HQ8M6,Bitterman's Chocolate Fleur de Sel - Small Jar,"Concocted by The Meadow owner Mark Bitterman, this fleur de sel is blended with chocolate using a secret recipe. The chocolate adds a hint of cocoa flavor, a strong chocolatey aroma, and a rich coffee color. Use it on sweets or anywhere you might use a mole, such as tender beef or chicken",,,,
B015X0QARI,Pre-cooked Fonio Recommanded By Dr Sebi 32 0z for 10 People,"You may not have heard of fonio, but it is Africas oldest cereal. For the Dogon people of Mali, fonio is the seed of the universe  an appropriate name considering its high nutritional value, and adaptability to the regions soil and climate. From Lake Chad to the savannah regions of Senegal and Guinea, fonio is an important source of food for some 4 million people across West Africa. In Senegal, Wula Nafaa, a program funded by USAID in partnership",,,,
B001SAYLC4,"Fiesta Chili Pods Ancho Bag, 1.5-Ounce (Pack of 12)","Also known as Hot Dry Chili. Rich robust flavor, used to make the best chili,tamales,and enchilada sauce.",,,,
B00609KDBG,4 Packs Regent Pandan Cake 200g Ea,,,,,
B00FLKLD4G,13oz Trade Winds Curry Powder (Pack of 1),13oz Trade Winds Curry Powder,,,,
B01E7U0U4E,Milk Chocolate Coated Egg Matzoh By Holiday Candies,Milk Chocolate Coated Egg Matzoh By Holiday,,,,
B009NK5S0A,Nestle Crunch Girl Scouts Caramel & Coconut Cookies Fun Size Candy Bars,Caramel & Coconut -- Cookie wafers layered with coconut caramel crme and chewy caramel topped with toasted coconut and drizzled with caramel stripes,,,,
B01GDMXYFQ,Top Matcha Detox of 2017_ (Retails at $49.99) Antioxidant Rich & Total Natural-100%,"Matcha detox contains a unique blend of natural ingredients to stimulate your metabolism and aid in your weight loss and wellness goals. When you should take this tea: We recommended you drink the tea twice a day, once in the morning and once in the evening. Start your day with a cup of tea. This will start your day in the right direction, and assist in suppressing your appetite, help your body absorb less fat and cholesterol & make weight loss easier",,,,
B00L64KPWC,7D Dried Mangoes 6oz (170 grams) LOT of 6 packs,7D Dried Mangoes,,,,
B004BU1BG2,Total soy vanilla meal replacement - 59.58 oz.,"Soy protein meal replacement Just one shake provides 1/2 of your daily soy protein Promotes weight loss May reduce cholesterol Provides 13 g high quality soy protein, 24 vitamins and minerals and 2 g fiber 0 trans fat Low 140 calories per serving Delicious vanilla favor tastes great Add to milk, soy milk, water or juice",,,,
B000QYIV2O,"I Mei Just Black Chocolate Tarts, 4.6-Ounce Boxes (Pack of 24)",,,,,
B0079OMEQ8,"Hooters Sauce Wing 3 Mile, 12 oz","Hooters Sauce Wing 3 Mile, 12 oz",,,,
B019EGNG88,The Chocolate Bar Assorted Colorful Candy Gift Platter - 6 Sectional Holiday Gift Tray,"The Chocolate Bar Assorted Colorful Candy Gift Platter - 6 Sectional Holiday Gift Tray by The Chocolate Bar.   Presented in the classic six sectional tray optionally adorned with our signature Holiday ribbon. Something For Everyone! Beautifully Packaged & Presented!   Want the perfect gift you know they'll love? Who wouldn't enjoy a delectable sweet confections?   No matter who this is for or the occasion, they're going to absolutely love how much",,,,
B00DQ252ES,"Lean Cuisine, Comfort, Salisbury Steak with Macaroni and Cheese, 9.5 oz (Frozen)","Feed your soul with true throwback moments from Lean Cuisine Comfort Dishes. These rich dishes deliver the true taste of home. Nestle GOOD FOOD, GOOD LIFE. Contains: wheat, milk, soy, egg ingredients. Water, Cooked Beef, Blanched Macaroni (Water, Semolina, Wheat Gluten), Skim Milk, Onions, Mushrooms, 2% Or Less Of Modified Cornstarch, Soy Protein Concentrate (With Caramel Color), Cheddar Club Cheese (Cheddar Cheese [Cultured Milk, Salt, Enzymes",,,,
B01EQMJGDE,White Old Fashioned Rock Candy String Pieces 2lb (2 Pound) in stand up bag,White Old Fashioned Rock Candy String Pieces Pure Cane Sugar,,,,
B008ZM43ZI,Gatorade Thirst Quencher Powder Packs - Fruit Punch - 1.23 Ounces (Pack of 24),Gatorade is designed to provide hydration and to replenish vital nutrients and energy. Powder Packs are sized for 20oz squeeze bottles or water bottles. 12 - 1.23oz (35g) Powder Packs Add contents of 1 powder pack to 20 fl. Oz. water bottle or squeeze bottle. Replace cap. Shake and enjoy!,,,,
B012BMYC3U,"Nacho Mom's Ultimate Vegan Queso 6-pack, 12oz","Nacho Moms Ultimate Vegan Queso, 12 Ounce -- 6 per case. Made from our unique blend of nutrient-rich artisinal vegan cheese, chopped tomatoes, chiles, and Tex/Mex spices, The Nacho Moms line of vegan quesos are sure to tempt the taste buds of any cheese-loving snack connoisseur. Made with all natural ingredients, its said to be the vegan product that outdoes the original version in taste. We appeal to the health and humane conscious, the junk food",,,,
B004N9RTIA,Hawaii Hamakua Plantations Macadamia Nuts Wasabi 10 oz. Bag,Wasabi Macadamia Nuts from the Big Island of Hawaii. Hamakua Plantation brand uses only 100% Hawaiian grown macadamia nuts sourced locally. This 10 Oz resealable is delicious on the go snack. Try on salads or add to your favorite trail mix.,,,,
B00LAGCTE8,"Tic Tac Orange Bottle Pack, 3.4-Ounce / 200 Count (Pack of 4) 800 Total","Tic Tac Orange Bottle Pack, 3.4-Ounce / 200 Count (Pack of 4) 800 Total Sugar, Maltodextrin, Tartaric Acid, Natural and Artificial Flavors, Rice Starch, Gum Arabic, Magnesium Stearate, Ascorbic Acid, Yellow 6, Carnauba Wax.",,,,
B00CFL9M88,1/4 Sheet ~ Spider-Man Ultimate ~ Edible Image Cake/Cupcake Topper!!!,Edible icing art is a great way to make a cake and cupcakes look fantastic and professional. These are an easy and inexpensive way to make your cake look like a masterpiece. All icing images come with instructions . Simply remove the edible icing art from backing and place on top of freshly iced cake or cupcakes. After 15 to 25 minutes the edible icing art will blend with the frosting to give your cake a professional look. Prints are professionally,,,,
B00RND9KKI,Dark Chocolate Peppermint Pretzels - Limited Edition - 9oz Resealable Bag,"These Limited Edition Dark Chocolate Peppermint Pretzels from Crative Snacks Col. are naturally delicious. ""We made our list and checked it twice. Chocolate and peppermint could only be nice."" Enjoy this real good, feel good snack! Dark Chocolate (Sugar, Chocolate Liquor [Processed with Alkali], Cocoa Butter, Milk Fat, Soy Lecithin [an Emulsifier], and Vanilla), Pretzels (Unbleached Enriched Wheat Flour [Flour, Niacin, Reduced Iron, Thiamine Mononitrate",,,,
B0000DG4MS,"Ass Kickin Habanero Microwave Popcorn, 3.5 oz","Ass Kickin' Microwave Popcorn (3.5 OZ. / 99.2 g): With or without butter, it's some great tasting popcorn that just might kick you in the ass. Ingredients: Popcorn, Partially Hydronated Soybean Oil, Salt, Spices, Natural & Artificial Flavors, and Habanero Pepper.",,,,
B01EBUYAKK,Meijiafei Wedding Cake Topper - Little Boy Kissing Girl with Star Silhouette Wedding Decoration,"You find in our shop a variety of cake topper like Custom Cake Topper, Wedding Cake Toppers, Monogram cake Toppers and many cake toppers for Birthday, Anniversary and for every special event in your life.Our custom cake toppers combine elegant design with the expression of your feelings for one another. Celebrate your special occasion with a beautiful cake topper that you and your guests will love!After Sale:If you have any questions for the shipping",,,,
B0012AD8SI,"Eden Organic Spelt & Buckwheat Gemelli, 100% Whole Grain, 12-Ounce Boxes (Pack of 6)","A complementary blend of two USA family farm organically grown whole grains, 70 percent Spelt with 30 percent Buckwheat traditionally crafted through vintage Italian brass dies into fork friendly twists (gemelli), and slowly steam/air dried. Quick, delicious, 100 percent whole grain nourishment. Low in fat and very low in sodium. A good source of dietary fiber and protein. Rich in magnesium. Spelt and buckwheat are often tolerated by those with allergies",,,,
B003QW9OYM,"Sof' ella Gourmet Natural Foods Gluten Free Chocolate Cake Mix, 17-Ounce Boxes (Pack of 6)","With our Gluten Free Chocolate Cake Mix, we have brought back our favorite decadent recipe and made it Gluten Free so that everyone can (once again) enjoy this Classic Dessert. Sugar, White Rice Flour, Cocoa Powder (Processed with Alkali), Navy Bean Flour, Tapioca Starch, Cornstarch, Baking Soda, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate), Sea Salt, Guar Gum.",,,,
B000VA45MI,Cipriani Food Spinach Tagliolini Extra Thin Egg Pasta with Spinach,,,,,
B00BK7N5X6,"Wonka, Mini Chewy SweetTarts, 12oz Bag (Pack of 4)","Wonka, Mini Chewy SweetTarts, 12oz Bag (Pack of 4) 'DEXTROSE, CORN SYRUP, HYDROGENATED COCONUT OIL, AND LESS THAN 2% OF MALTODEXTRIN, MALIC ACID, CALCIUM STEARATE, EGG ALBUMEN, MONO AND DIGLYCERIDES, CARNAUBA WAX, NATURAL FLAVORS, BLUE 1 LAKE, BLUE 2 LAKE, RED 40 LAKE, YELLOW 5 LAKE, YELLOW 6 LAKE.'",,,,
B00FFQWBLA,"3 PACK Tadin Tea, Pasiflora - Passion Flower Tea, 72 Tea Bags - Relax Mind Muscle Pasiflora",,,,,
B00ODV4G6G,Organic Certified Acai Berry Gold 100% Pure Juice 32 Fl Oz (Aloe Vera),,,,,
B003557QSQ,Marsden & Bathe Brown Sugar Flavor--2 ounces,"Take an ordinary recipe and make it your own with a splash of brown sugar flavor. Vanilla is the canvas upon which the baker creates his or her art. Brown sugar flavor makes another excellent canvas. It's a little warmer than vanilla but it makes a wonderful canvas. As of this writing, it is way less expensive than bourbon vanilla. (""Bourbon"" by the way refers to an island, not a liquor.) Marsden and Bathe flavors are generally used in bakeries and",,,,
B013CHR64U,"Anna and Sarah Nopal Cactus Powder in Jar, 14 Oz","Nopal Cactus Powder  By Anna and Sarah - We bring the best quality of nuts & dried fruits and the healthiest snacks & flavors all around the world into your bag and onto your plate. They are all MADE IN NATURE!!!  Low in calories. Rich source of dietary fiber.  Immune-booster, have anti-inflammatory properties.  Non-GMO.  Allergy information: Packed in a facility that also handles tree nuts.  We sell them in multipurpose bottles for your convenience",,,,
B00AJU94RG,Gummy Giant Blue Dolphins 5-Pound Bag,,,,,
B00MX3F5GG,Equal Exchange USDA Organic Breakfast Blend DECAF Whole Bean Coffee- 5 Lb Bag,"A balanced decaf with notes of sweet honey, light citrus and toasted almond. Whole bean only.",,,,
B00ZRBO5ZS,House of Cake Glitter Spray - Metallic Silver 10g,Add a spritz of edible metallic glitter with the non aerosol glitter sprays from House of Cake. This trendy shade of silver adds effortless chic to cake decorations to take them from classic to couture in an instant. It is easy to create a fashionable metallic look simply hold the spray approx 10-20cm away from the cake and spray in short gentle bursts. The Glitter Sprays can transform a plain surface with just one spritz.,,,,
B00AH8Y5RO,"Trident White Sugar Free Gum (Sparkling Mint with Micro Crystals, 16 Piece, 9 Pack)","Whiten teeth and get close-up confidence with Trident White Sugar Free gum, the easy way to freshen breath and help protect against tooth decay. Chewing two pieces of Trident White Sugar Free Gum after eating and drinking helps whiten teeth in as little as four weeks. With 30% fewer calories than sugared gum, Trident White has long lasting flavor, fights plaque, and restores your mouth's pH balance to maintain a healthy smile. Pop a piece of mouthwatering",,,,
B0001GCNYE,Ring of Fire Tomatillo & Roasted Garlic Sauce 12.5 oz.,,,,,
B00O1RLLXS,"Oasis Supply Metallic Cupcake/Cake Decorating Leaves, 2-Inch, Gold, Set of 30",Our decorative cake toppers are the final piece that make a beautiful cake. Oasis offers a variety of cake toppers and options for your professional looking cake. Our elegant yet affordable cake toppers are sure to please.,,,,
B00FO2BZVW,Traditional Medicinals Organic Smooth Move Herbal Tea 2-pack 32 Count 1.13 OZ,"Just about everyone experiences constipation occasionally uncomfortable, embarrassing and a real damper on life. For gentle, overnight relief, we love our senna-based herbal tea. Used for thousands of years to get your movement moving again, senna works by gently stimulating your intestines and aiding your bodys natural elimination process. Traditionally combined with fennel, coriander and ginger to reduce the potential for unpleasant feelings like",,,,
B004Q894EK,Skillet Bacon Jam Bacon Spread - One 7 Ounce Jar,"you say what is skillet bacon jam?  we make this bacon spread condiment called bacon jam, we use niman ranch bacon and render it down along with onions, balsamic and other spices . It cooks for several hours until it is a perfect blend of smoky, tangy, savory and slightly sweet - bascially spreadable bacony goodness! USDA approved. 'BACON (NATURAL PORK, WATER, SEA SALT, ORGANIC HONEY, CELERY POWDER), ONION, BALSAMIC VINEGAR OF MODENA (CONTAINS NATURALLY",,,,
B001PKUXSI,,Add a delicious flavor and crunch to your brownies. Rainbow Chip crunch sprinkles.,,,,
B01ENYPR6K,Flatout ProteinUP Flatbread Sea Salt & Crushed Black Pepper - 5 Wraps (2 Pack),"Ingredients: Water, Whole Wheat Flour, Vital Wheat Gluten, Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Oat Fiber, Cooked Navy Beans, Soy Flour, Wheat Protein Isolate, Contains 2 % Or Less Of Seasoning (Granulated Garlic, Oregano Leaves, Basil Leaves, Black Pepper, Parsley Flakes, Maltodextrin, Onion Powder, Salt, Natural Flavor), Maltitol, Soybean Oil, Baking Soda, Sodium Acid Pyrophosphate",,,,
B00BHFC46K,Hellmann's Mayonnaise With A Zing Of Lemon Squeezy 250ML,Top Down Squeezy Bottle. Less than half the calories of Hellmann's real mayonnaise Suitable for vegetarians Hellmann's light reduced calorie lemon flavoured mayonnaise.,,,,
B00M48YVFQ,"Tetley Green Tea, Decaffeinated, 72 Tea Bags (Pack of 6)","Tetley purchases millions of pounds of tea each week for our different blends of tea. These teas come from as many as 35 different countries and as many as 10,000 different estates. Tetley selects only the finest tea leaves to produce our exceptional quality blends.",,,,
B00G2T94TQ,Scratch & Grain Cookie Kit Choc Chip,"Do you love chocolate chip cookies? Well here are 8 easy steps to making the perfect cookie. No more confusing recipes. Scratch and Grain Baking has the perfect Chocolate Chip Cookie Kit for you! Made in Portland, Oregon. 14.1 oz. Semi-sweet chocolate chips (sugar, unsweetened chocolate, cocoa butter, dextrose, soya lecithin), organic whole grain soft white wheat flour, organic evaporated cane sugar, organic brown sugar, organic ground flaxseeds",,,,
B0108G2JWM,"Organic Long Grain Brown Rice, 25 Pound Box","Our certified Organic Long Grain Brown Rice is a tan-colored grain with a nutty aroma and earthy flavor. Brown rice is relatively low in starch (compared to other forms of rice) and tends to cook up as light, fluffy individual grains that do not stick together.",,,,
B0065F2LYC,Mini Stroopwafels (7 ounce),"These darling little stroopwafles are slightly larger than a quarter. Made in Holland, they're the perfect bite-sized snack to dunk in coffee, hot cider, or tea. A long-time favorite of adults and children in Holland, Stroopies (syrup waffles) are a delicious breakfast, light snack, or the perfect pick-me-up for any time of the day! Manufactured in Holland, Stroopies are thin, crisp butter waffles with a thin layer of syrup in the center.",,,,
B00KPWZ1VG,"Dean Jacob's 4 Bread Dipping Seasonings, Lg, 4 oz, 2 pk"," Our world-famous bread dipping seasonings in a 4 compartment jar. Includes seasonings from 4 regions of Italy, and features 4 distinct flavor profiles: Tuscany, Sicilian, Parmesan, and Rosa Maria. Just add oil and enjoy! Rosa Maria Blend: Garlic (Dehydrated), Salt, Rosemary, Parsley (Dehydrated), Thyme, Oregano, Black Pepper, Soybean Oil, Silicon Dioxide (Anticaking).  Parmesan Blend: Garlic (Dehydrated), Salt, Parmesan Cheese (Part-Skim Milk,",,,,
B00BFOMNW8,Rendez Vous Sugar Free Violet Pastilles from France,These delightful and delicious sugar-free candy will satisfy your sweet cravings without sugar! About 2.3 calories per candy. Each tin has about 30 pieces. SIC candy maker was founded in 1947 by Paul Torassa who had directed a pasta factory before. He loved licorice and decided one day to try using a pasta machine to make long strands of licorice. He then cut them. The candy became popular and the company has specialized ever since in licorice and,,,,
B01534VXJY,Dr. Oetker Bourbon Vanilla Sugar (2 Pack) (2 x 3 bags),Add the flavor of Bourbon vanilla to your favorite baked goods with the favorite European brand Dr. Oetker. Get creative and pimp your food and cakes with a flavor of this exquisite Bourbon vanilla.,,,,
B003SBSN6G,16 Pack - Redline Xtreme Triple Berry - 8oz.,VPX Redline Xtreme Energy: Triple Berry. The Ultimate Energy Rush. Dietary Supplement. New BCAA's + Electrolytes. Contains 2 servings. 8oz,,,,
B001BY5HJS,"Pacific Gold Teriyaki Beef Jerky, Premium Steak with Natural Somke Flavor, Two 8 Ounce Resealable Bags","Pacific Gold Brand Beef Jerky Made from Solid Strips of Beef. 97% Fat Free! Pacific Gold Natural Style Beef Jerky is made from the finest U.S.D.A. approved beef, blended with the highest quality seasonings available. Pacific Gold Beef Jerky brings you snacking enjoyment, perfect for special events, road trips, or stocking up at home! When you're craving a wholesome, tasty snack, eat Pacific Gold Natural Style Beef Jerky.",,,,
B00527T7QY,Pure Jalapeño Peanut,Delicious gourmet peanuts lightly covered with Jalapeo and Cheddar flavoring for a taste that's sure to tickle your fancy!,,,,
B00MMEHZGE,"Bigelow Constant Comment Tea, 20-count Boxes (Pack 2)","Bigelow Constant Comment Tea, 20-count Boxes (Pack 2) Ingredients Ingredients: black tea, rind of oranges, sweet spice, natural flavor.",,,,
B00473Z9ZM,"WHOPPERS Mini Easter ROBIN EGGS Candy (Malted Milk Candy in a Crunchy Shell), 10 Ounce Bag (Pack of 9)","Classic Whoppers Robin Eggs, a seasonal favorite for generations, are the perfect addition to any Easter basket. After all, malted milk candy in a crunchy shell, what's not to love? All major allergens are contained and listed as ingredients on our labels. As recommended by Food Allergy and Anaphylaxis Network (FAAN), please check the label on each package before purchasing.",,,,
B00W0V2QSG,"Peanut Plant Seeds, Early Spanish Peanut (Arachis Hypogaea) 100 Untreated Seeds",,,,,
B00O5FIM6K,Hickory Farms Original Mini Beef Sausage Snacks 6 oz. Package,"The Original Hickory Farms Mini Beef Sausage Snacks 'BEEF, SALT, CONTAINS 2% OR LESS OF: CORN SYRUP SOLIDS, NATURAL SPICES, DEXTROSE, LACTIC ACID STARTER CULTURE, NATURAL FLAVORINGS, SODIUM ERYTHORBATE (MADE FROM SUGAR), GARLIC POWDER, SODIUM NITRITE, WATER.'",,,,
B000HM51V4,"MANISCHEWITZ Thin Tea Matzo, 10-Ounce Boxes (Pack of 8)","Manischewitz Thin Tea Matzo, 10-ounce Boxes (Pack of 8) Unbleached Enriched Wheat Flour (Contains Unbleached Wheat Flour, Ferric Orthophosphate, Niacin (A B Vitamin), Thiamine Hydrochloride (Vitamin B1), Riboflavin (Vitamin B2) Folic Acid (A B Vitamin), and Water.",,,,
B00U9VX6QA,"Spitz Sunflower Seeds Variety Pack 24-individual bags (2.25 oz each) of the following flavors: 8-Spitz Dill Pickle, 8-Spitz Salted, 8-Spitz Cracked Pepper by Spitz",Spitz Sunflower Seeds Variety Pack with 24 Individual Bags (2.25oz each);Variety Pack includes the following flavors:;8 bags - Spitz Dill Pickle Sunflower Seeds;8 bags - Spitz Salted Sunflower Seeds;8 bags - Spitz Cracked Pepper Sunflower Seeds,,,,
B000Q3U9PM,"Dannon Activia Lowfat Yogurt, Strawberry, 4 Ounce (Pack of 4) Lowfat Probiotic Yogurt Snack","Feeling your best starts inside. Activia Probiotic Yogurt is the #1 doctor-recommended probiotic, developed from more than 20 years of probiotic research. Our lowfat yogurt recipe features non-GMO ingredients, billions of live, active probiotics in every cup to help support digestive health, and the delicious taste of sun-kissed strawberries. As you pursue your passion, make Activia part of your wellness plan. Grade A 2% milkfat. Dannon Activia is",,,,
